x0,y0,name,elevation,inv_ele,max_depth,open,InitDepth,SurDepth,Aponded,routing
12710232.6788,2549723.6951,SMH4028566,23.38,19.78,3.6,1,0,0,1,1
12710240.7947,2549741.862,SMH4028567,22.22,17.24,4.98,1,0,0,1,1
12710273.3043,2549744.474,SMH4028568,19.96,16.34,3.62,1,0,0,1,1
12710468.377,2549054.8172,SMH4029043,54.91,51.31,3.6,1,0,0,1,1
12710025.1832,2549908.2177,SMH4028510,12.7,7.13,5.57,1,0,0,1,1
12709999.7782,2549893.9219,SMH4028512,12.33,8.71,3.62,1,0,0,1,1
12710279.881,2549728.9244,SMH4028569,19.5,15.9,3.6,1,0,0,1,1
12710206.1574,2549843.9389,SMH4028570,30.82,27.22,3.6,1,0,0,1,1
12710202.309,2549836.58,SMH4028571,30.52,26.86,3.66,1,0,0,1,1
12710236.505,2549812.3577,SMH4028572,30.17,26.57,3.6,1,0,0,1,1
12709880.3443,2549823.4557,SMH4028490,10.99,7.39,3.6,1,0,0,1,1
12709882.5245,2549817.4934,SMH4028491,10.75,7.15,3.6,1,0,0,1,1
12709891.5457,2549817.2968,SMH4028492,10.67,6.37,4.3,1,0,0,1,1
12709891.4875,2549826.8359,SMH4028494,11.09,7.49,3.6,1,0,0,1,1
12709891.1803,2549795.6347,SMH4028496,10.78,7.18,3.6,1,0,0,1,1
12709903.6187,2549767.9707,SMH4028497,10.35,6.75,3.6,1,0,0,1,1
12709904.7705,2549753.1446,SMH4028499,10.21,6.61,3.6,1,0,0,1,1
12709898.3238,2549744.4993,SMH4028500,10.11,6.51,3.6,1,0,0,1,1
12709901.8819,2549790.6363,SMH4028501,10.04,6.25,3.79,1,0,0,1,1
12709908.0638,2549899.2341,SMH4028503,15.06,11.46,3.6,1,0,0,1,1
12709909.4178,2549895.1639,SMH4028504,14.96,11.36,3.6,1,0,0,1,1
12710190.554,2549843.2028,SMH4028545,29.82,26.22,3.6,1,0,0,1,1
12710177.8136,2549851.9231,SMH4028546,29.04,25.44,3.6,1,0,0,1,1
12709986.5434,2549881.4784,SMH4028513,12.58,8.98,3.6,1,0,0,1,1
12709989.8436,2549879.5197,SMH4028514,12.14,8.54,3.6,1,0,0,1,1
12710006.7616,2549867.1738,SMH4028515,12.61,9.01,3.6,1,0,0,1,1
12709976.1735,2549840.1931,SMH4028516,10.32,6.62,3.7,1,0,0,1,1
12709911.9557,2549889.0665,SMH4028505,14.88,11.28,3.6,1,0,0,1,1
12710274.4755,2549705.4444,SMH4028565,18.62,14.56,4.06,1,0,0,1,1
12710520.1569,2550299.6059,SMH4028400,19.653,16.053,3.6,1,0,0,1,1
12710505.1317,2550290.3956,SMH4028401,18.72,15.12,3.6,1,0,0,1,1
12710461.6729,2550271.2265,SMH4028402,18.17,14.57,3.6,1,0,0,1,1
12710470.0287,2549094.9442,SMH4029044,54.81,51.21,3.6,1,0,0,1,1
12710458.715,2549140.8553,SMH4029045,53.06,49.14,3.92,1,0,0,1,1
12710427.8618,2549184.7862,SMH4029046,49.88,46.13,3.75,1,0,0,1,1
12710397.7147,2549207.1059,SMH4029047,47.59,43.99,3.6,1,0,0,1,1
12710319.3981,2549238.8132,SMH4029049,43.46,38.44,5.02,1,0,0,1,1
12710268.6478,2549258.6862,SMH4029050,39.79,36.19,3.6,1,0,0,1,1
12710245.9899,2549262.0295,SMH4029051,39.13,35.53,3.6,1,0,0,1,1
12710218.3698,2549304.4261,SMH4029053,35.58,31.65,3.93,1,0,0,1,1
12710223.0967,2549348.2556,SMH4029054,33.38,29.78,3.6,1,0,0,1,1
12710231.5526,2549379.8502,SMH4029055,33.28,29.68,3.6,1,0,0,1,1
12710192.7842,2549386.4778,SMH4029057,33.17,29.44,3.73,1,0,0,1,1
12710161.0783,2549391.3908,SMH4029058,33.07,29.47,3.6,1,0,0,1,1
12710164.9328,2549421.7262,SMH4029059,31.88,28.28,3.6,1,0,0,1,1
12710546.8128,2550334.7403,SMH4032791,21.35,17.75,3.6,1,0,0,1,1
12710556.5879,2550308.5753,SMH4032793,19.96,16.36,3.6,1,0,0,1,1
12710548.2891,2550313.467,SMH4032794,19.68,16.08,3.6,1,0,0,1,1
12710523.5945,2550323.6601,SMH4032811,20.94,17.34,3.6,1,0,0,1,1
12709748.9619,2549701.1761,SMH4081522,8.742,5.142,3.6,1,0,0,1,1
12710933.793,2549350.5208,SMH4056305,73.1,69.5,3.6,1,0,0,1,1
12710940.6989,2549331.0517,SMH4056306,72.33,68.7,3.63,1,0,0,1,1
12710863.9639,2549265.4567,SMH4056307,65.96,62.27,3.69,1,0,0,1,1
12710756.6665,2549242.2984,SMH4056302,62.27,58.65,3.62,1,0,0,1,1
12710775.1061,2549246.7106,SMH4056303,62.54,58.91,3.63,1,0,0,1,1
12710832.5121,2549261.1603,SMH4056304,64.08,60.4,3.68,1,0,0,1,1
12710609.7299,2549496.0851,SMH4053588,42.75,39.15,3.6,1,0,0,1,1
12710600.8178,2549519.7635,SMH4053589,41.65,38.05,3.6,1,0,0,1,1
12710595.2913,2549520.1723,SMH4053590,41.31,37.68,3.63,1,0,0,1,1
12709932.407,2549761.6895,SMH4058123,10.54,6.8,3.74,1,0,0,1,1
12709921.8188,2549747.856,SMH4058124,10.48,6.85,3.63,1,0,0,1,1
12709921.4085,2549743.3679,SMH4058140,10.49,6.89,3.6,1,0,0,1,1
12709941.1553,2549773.4531,SMH4058122,10.79,7.19,3.6,1,0,0,1,1
12710101.8563,2549765.7737,SMH4058120,13.18,8.99,4.19,1,0,0,1,1
12710101.636,2549757.5617,SMH4058121,12.87,8.0,4.87,1,0,0,1,1
12710505.6264,2549766.6349,SMH4059520,29.855,26.255,3.6,1,0,0,1,1
12709893.4792,2549703.0305,SMH4058141,9.2,5.6,3.6,1,0,0,1,1
12709774.4363,2549638.7003,SMH4084623,8.57,4.41,4.16,1,0,0,1,1
12709918.0412,2549536.2003,SMH4083763,10.602,7.002,3.6,1,0,0,1,1
12709924.697,2549518.4948,SMH4083764,10.856,7.256,3.6,1,0,0,1,1
12709928.7369,2549507.3686,SMH4083765,11.014,7.414,3.6,1,0,0,1,1
12709932.6588,2549497.1983,SMH4083766,11.16,7.56,3.6,1,0,0,1,1
12710629.6967,2549455.0814,SMH4053582,44.06,40.46,3.6,1,0,0,1,1
12710622.9864,2549478.2314,SMH4053583,43.64,40.04,3.6,1,0,0,1,1
12710718.6363,2549233.3251,SMH4056301,61.64,57.99,3.65,1,0,0,1,1
12710365.3492,2550007.5316,SMH4059900,18.96,15.25,3.71,1,0,0,1,1
12710376.2066,2549975.6796,SMH4059901,19.88,16.28,3.6,1,0,0,1,1
12710607.6296,2549914.4009,SMH4059581,36.27,32.67,3.6,1,0,0,1,1
12709814.543,2549542.7798,SMH4069981,8.22,4.37,3.85,1,0,0,1,1
12710536.6694,2549799.9235,SMH4059548,31.784,28.184,3.6,1,0,0,1,1
12710105.6638,2549792.6037,SMH4062320,16.39,11.63,4.76,1,0,0,1,1
12710103.7153,2549766.1527,SMH4062321,14.5,10.9,3.6,1,0,0,1,1
12710025.4543,2549073.434,SMH4069961,17.36,13.76,3.6,1,0,0,1,1
12710016.8856,2549086.2139,SMH4069962,17.09,13.49,3.6,1,0,0,1,1
12710011.242,2549085.5034,SMH4069963,17.06,13.46,3.6,1,0,0,1,1
12709993.7036,2549117.6567,SMH4069964,18.08,13.04,5.04,1,0,0,1,1
12709977.0747,2549147.2515,SMH4069965,16.22,12.32,3.9,1,0,0,1,1
12709972.4548,2549155.5943,SMH4069966,15.84,11.84,4.0,1,0,0,1,1
12709960.5258,2549185.4298,SMH4069968,14.77,11.17,3.6,1,0,0,1,1
12709947.0507,2549213.0248,SMH4069969,14.69,11.09,3.6,1,0,0,1,1
12709936.2519,2549236.1457,SMH4069970,14.645,11.045,3.6,1,0,0,1,1
12709925.7563,2549261.3938,SMH4069971,14.505,10.905,3.6,1,0,0,1,1
12709877.8537,2549383.0536,SMH4069973,14.92,10.47,4.45,1,0,0,1,1
12709875.7933,2549396.4338,SMH4069975,14.77,10.35,4.42,1,0,0,1,1
12709878.902,2549397.5902,SMH4069976,14.77,10.295,4.475,1,0,0,1,1
12709855.8568,2549456.9022,SMH4069977,13.23,9.61,3.62,1,0,0,1,1
12709843.2532,2549485.1836,SMH4069978,12.79,8.61,4.18,1,0,0,1,1
12709830.8884,2549513.3816,SMH4069979,10.55,6.36,4.19,1,0,0,1,1
12709823.9296,2549528.8481,SMH4069980,9.055,5.075,3.98,1,0,0,1,1
12709802.4141,2549555.0175,SMH4069982,7.86,4.26,3.6,1,0,0,1,1
12709873.0319,2549394.4085,SMH4069974,14.74,10.38,4.36,1,0,0,1,1
12710038.3565,2549053.0473,SMH4069960,17.525,13.925,3.6,1,0,0,1,1
12710633.056,2549381.9235,SMH4068841,49.63,46.03,3.6,1,0,0,1,1
12710617.4913,2549557.1697,SMH4068842,40.381,36.781,3.6,1,0,0,1,1
12710613.3171,2549552.6852,SMH4068843,41.05,36.5,4.55,1,0,0,1,1
12710637.7597,2549362.6482,SMH4068840,49.93,46.33,3.6,1,0,0,1,1
12710006.565,2549530.8608,SMH4112159,28.931,25.331,3.6,1,0,0,1,1
12710119.3618,2550191.8972,SMH4086360,29.94,26.15,3.79,1,0,0,1,1
12710353.9584,2549761.978,SMH4095401,19.81,16.21,3.6,1,0,0,1,1
12709890.1036,2549800.035,SMH4079262,10.844,7.244,3.6,1,0,0,1,1
12710288.3383,2549690.7721,SMH4079863,19.6,16.0,3.6,1,0,0,1,1
12710012.4928,2549529.8196,SMH4113039,29.272,25.672,3.6,1,0,0,1,1
12710454.8301,2549678.6575,SMH4113166,27.7,24.08,3.62,1,0,0,1,1
12709817.5729,2549677.0282,SMH4012817,8.7,5.1,3.6,1,0,0,1,1
12709766.2627,2549659.2555,SMH4012821,8.71,4.97,3.74,1,0,0,1,1
12710443.7611,2549639.1202,SMH4029132,25.42,21.82,3.6,1,0,0,1,1
12710601.162,2549531.8453,SMH4029138,40.53,36.93,3.6,1,0,0,1,1
12710638.7908,2550280.5172,SMH4028715,27.63,24.03,3.6,1,0,0,1,1
12710634.4676,2550222.9206,SMH4028720,28.05,24.45,3.6,1,0,0,1,1
12710684.1357,2549225.3447,SMH4029161,60.74,57.14,3.6,1,0,0,1,1
12710342.8539,2550048.2503,SMH4028622,18.36,13.23,5.13,1,0,0,1,1
12710214.6459,2550159.0008,SMH4028629,15.86,12.25,3.61,1,0,0,1,1
12710342.1694,2550135.3831,SMH4028650,18.291,14.691,3.6,1,0,0,1,1
12710148.3807,2549374.2437,SMH4029084,32.06,27.84,4.22,1,0,0,1,1
12710191.6321,2549957.5834,SMH4028520,36.36,32.76,3.6,1,0,0,1,1
12710132.4539,2549944.2028,SMH4028524,31.07,27.47,3.6,1,0,0,1,1
12710087.8634,2549878.8567,SMH4028529,23.85,18.15,5.7,1,0,0,1,1
12710494.6424,2549502.6781,SMH4029098,40.39,36.77,3.62,1,0,0,1,1
12710572.5051,2549323.0741,SMH4029093,52.88,48.28,4.6,1,0,0,1,1
12710476.538,2549990.5068,SMH4028695,27.39,23.79,3.6,1,0,0,1,1
12710211.5545,2549944.5185,SMH4028548,36.5,31.22,5.28,1,0,0,1,1
12710294.0654,2549868.7695,SMH4028552,30.92,27.32,3.6,1,0,0,1,1
12710270.4403,2549806.8348,SMH4028556,29.85,26.25,3.6,1,0,0,1,1
12710559.0872,2550309.4844,SMH4032792,21.34,17.74,3.6,1,0,0,1,1
12710045.1932,2549967.1705,SMH4028518,14.11,10.51,3.6,1,0,0,1,1
12710152.2351,2550183.973,SMH4028380,17.96,14.36,3.6,1,0,0,1,1
12710161.4194,2550145.18,SMH4028384,16.08,12.48,3.6,1,0,0,1,1
12710153.3388,2550108.9961,SMH4028388,14.369,10.11,4.259,1,0,0,1,1
12710255.1208,2550149.1767,SMH4028606,16.1,12.5,3.6,1,0,0,1,1
12710543.5232,2549432.9864,SMH4029096,46.74,42.21,4.53,1,0,0,1,1
12710050.2723,2549571.5531,SMH4028981,35.94,32.34,3.6,1,0,0,1,1
12710002.8449,2549570.8223,SMH4028985,30.85,27.25,3.6,1,0,0,1,1
12710001.6427,2549487.6447,SMH4028989,26.05,22.45,3.6,1,0,0,1,1
12710350.6708,2549789.4477,SMH4028587,19.87,16.25,3.62,1,0,0,1,1
12710575.4709,2549523.7779,SMH4029124,38.38,34.78,3.6,1,0,0,1,1
12710434.7158,2549615.9233,SMH4029128,25.08,21.48,3.6,1,0,0,1,1
12710386.0108,2550086.377,SMH4028671,19.37,15.77,3.6,1,0,0,1,1
12710370.4567,2550002.09,SMH4028675,20.05,16.45,3.6,1,0,0,1,1
12710312.9912,2549769.8935,SMH4028702,20.07,16.47,3.6,1,0,0,1,1
12710355.9252,2549847.4802,SMH4028591,21.22,17.62,3.6,1,0,0,1,1
12710367.9076,2549877.7284,SMH4028595,21.38,17.78,3.6,1,0,0,1,1
12710362.3379,2549923.6259,SMH4028597,21.4,17.25,4.15,1,0,0,1,1
12710280.3777,2550108.97,SMH4028601,17.36,13.23,4.13,1,0,0,1,1
12710026.0856,2549784.7712,SMH4029501,12.74,8.96,3.78,1,0,0,1,1
12710323.3595,2549652.3525,SMH4028575,18.51,14.91,3.6,1,0,0,1,1
12710357.139,2549666.5256,SMH4028582,24.73,21.13,3.6,1,0,0,1,1
12710116.9163,2550067.5301,SMH4028415,14.72,11.12,3.6,1,0,0,1,1
12710108.8663,2549476.1018,SMH4028998,46.88,43.28,3.6,1,0,0,1,1
12710560.1993,2550240.2705,SMH4028633,22.85,19.25,3.6,1,0,0,1,1
12710368.3902,2550225.2646,SMH4028406,17.39,13.21,4.18,1,0,0,1,1
12710179.9616,2550124.8791,SMH4028411,14.369,10.36,4.009,1,0,0,1,1
12710436.5197,2550112.0549,SMH4028666,18.18,14.58,3.6,1,0,0,1,1
12710592.7544,2549912.3225,SMH4028677,36.14,32.54,3.6,1,0,0,1,1
12710473.5994,2549707.8519,SMH4028683,27.54,23.94,3.6,1,0,0,1,1
12710113.1471,2550188.5487,SMH4028375,30.04,26.44,3.6,1,0,0,1,1
12709885.0688,2549844.353,SMH4028488,11.07,7.25,3.82,1,0,0,1,1
12709874.8852,2549868.6402,SMH4028483,11.53,7.93,3.6,1,0,0,1,1
12710282.7068,2549786.3568,SMH4028560,23.33,19.73,3.6,1,0,0,1,1
12710305.5069,2549725.4765,SMH4028564,18.83,14.96,3.87,1,0,0,1,1
12710010.1173,2549886.7464,SMH4028511,12.27,6.9,5.37,1,0,0,1,1
12709877.3595,2549831.015,SMH4028489,11.21,7.61,3.6,1,0,0,1,1
12709886.3502,2549840.3313,SMH4028493,11.23,7.63,3.6,1,0,0,1,1
12709913.2877,2549762.109,SMH4028502,9.94,6.34,3.6,1,0,0,1,1
12710351.8866,2549226.1642,SMH4029048,45.28,41.23,4.05,1,0,0,1,1
12710214.1708,2549266.1417,SMH4029052,38.43,33.76,4.67,1,0,0,1,1
12710223.0096,2549382.7117,SMH4029056,33.13,29.53,3.6,1,0,0,1,1
12710506.2109,2549344.0762,SMH4029114,46.82,43.22,3.6,1,0,0,1,1
12710812.0453,2549256.0017,SMH4056308,63.48,59.83,3.65,1,0,0,1,1
12709904.9811,2549313.3882,SMH4069972,14.51,10.87,3.64,1,0,0,1,1
12710617.1032,2549476.5235,SMH4053584,43.44,39.84,3.6,1,0,0,1,1
12710598.0206,2549525.7252,SMH4053591,40.59,36.99,3.6,1,0,0,1,1
12709902.8164,2549792.4311,SMH4112979,10.15,6.55,3.6,1,0,0,1,1
12709969.3018,2549167.2849,SMH4069967,14.86,11.26,3.6,1,0,0,1,1
12710370.6832,2549818.1196,SMH4113151,21.999,18.399,3.6,1,0,0,1,1
12710483.1267,2549724.6814,SMH4113814,28.47,24.47,4.0,1,0,0,1,1
12710495.0442,2549763.3942,SMH4113815,29.14,25.53,3.61,1,0,0,1,1
12710553.155,2549310.4792,SWD4032058,61.0,46.42,14.58,0,0,0,1,1
12710497.4734,2549977.0412,SWD4031621,28.47,24.87,3.6,0,0,0,1,1
12710641.9095,2549303.9817,SWD4032062,56.0,51.94,4.06,0,0,0,1,1
12709842.4216,2549639.6465,SWD4068020,8.0,3.19,4.81,0,0,0,1,1
12710488.4093,2550262.5989,SWD4097922,19.7,16.1,3.6,0,0,0,1,1
12710076.1077,2549764.9517,SWD4031440,15.0,10.48,4.52,0,0,0,1,1
12710020.4821,2549879.4092,SWD4031412,12.57,8.97,3.6,0,0,0,1,1
12710016.0456,2549533.1196,SWD4134881,30.0,25.631,4.369,0,0,0,1,1
12710354.8142,2549923.3013,SWD4031619,21.96,18.36,3.6,0,0,0,1,1
12710120.2536,2549732.7946,SWD4032096,15.0,11.279,3.721,0,0,0,1,1
12710268.5918,2550114.8998,SWD4031512,18.0,14.16,3.84,0,0,0,1,1
12710301.2377,2550062.8723,SWD4031516,19.0,15.23,3.77,0,0,0,1,1
12710364.5097,2549600.9294,SWD4032054,31.24,27.64,3.6,0,0,0,1,1
12710261.9613,2550171.2865,SWD4031529,28.0,11.77,16.23,0,0,0,1,1
12710153.4391,2549733.3441,SWD4032563,17.0,11.92,5.08,0,0,0,1,1
12710057.631,2549742.3545,SWD4032565,13.0,8.93,4.07,0,0,0,1,1
12709912.0946,2549752.8207,SWD40324951,9.502,5.902,3.6,0,0,0,1,1
12709886.2151,2549814.601,SWD4031390,11.03,7.43,3.6,0,0,0,1,1
12709896.0728,2549759.1507,SWD4031394,10.51,6.91,3.6,0,0,0,1,1
12709992.4872,2549899.2216,SWD4031406,12.63,9.03,3.6,0,0,0,1,1
12710146.5159,2549470.4374,SWD4032027,36.0,29.0,7.0,0,0,0,1,1
12710154.3458,2549477.14,SWD4032028,40.0,29.04,10.96,0,0,0,1,1
12710189.5574,2549512.6228,SWD4032029,28.24,24.64,3.6,0,0,0,1,1
12710783.4255,2549893.6096,SWD4031703,50.0,46.06,3.94,0,0,0,1,1
12710028.6465,2549788.4196,SWD4032473,13.04,9.44,3.6,0,0,0,1,1
12709954.0041,2549803.1792,SWD4032715,10.992,7.392,3.6,0,0,0,1,1
12710300.9446,2550112.385,SWD4031556,22.0,13.65,8.35,0,0,0,1,1
12710914.8413,2549267.3993,SWD4032115,69.18,65.58,3.6,0,0,0,1,1
12710519.8617,2550152.8379,SWD4031547,21.86,18.26,3.6,0,0,0,1,1
12710337.2261,2549503.7596,SWD4032087,35.26,31.66,3.6,0,0,0,1,1
12710362.125,2549306.6387,SWD4032461,44.7,41.1,3.6,0,0,0,1,1
12710627.3805,2549567.9351,SWD4032083,41.53,37.45,4.08,0,0,0,1,1
12710429.4486,2549373.1204,SWD4032462,43.77,40.17,3.6,0,0,0,1,1
12710436.5422,2549183.5816,SWD4032465,52.0,46.43,5.57,0,0,0,1,1
12710259.9883,2549446.3791,SWD4032469,34.61,31.01,3.6,0,0,0,1,1
12710607.1216,2549946.3803,SWD4032492,37.12,33.52,3.6,0,0,0,1,1
12710034.2676,2549902.0277,SWD4031418,13.0,9.4,3.6,0,0,0,1,1
12710654.6972,2549596.6898,SWD4032082,43.0,39.19,3.81,0,0,0,1,1
12710198.1529,2549830.2016,SWD4031473,30.79,27.19,3.6,0,0,0,1,1
12710538.8048,2549482.6091,SWD4032093,43.0,39.16,3.84,0,0,0,1,1
12710534.2452,2549431.1632,SWD4032094,46.11,42.51,3.6,0,0,0,1,1
12710554.834,2549436.5927,SWD4032095,46.11,42.51,3.6,0,0,0,1,1
12709969.0926,2549422.5715,SWD4032458,14.04,10.44,3.6,0,0,0,1,1
12710465.2215,2550079.0539,SWD4031608,21.21,17.61,3.6,0,0,0,1,1
12710495.2531,2549979.9101,SWD4031620,28.5,24.9,3.6,0,0,0,1,1
12710366.3637,2549247.6724,SWD4032020,53.0,42.04,10.96,0,0,0,1,1
12710477.2061,2549093.7228,SWD4032000,55.11,51.51,3.6,0,0,0,1,1
12710451.1979,2549119.4355,SWD4032002,52.83,49.23,3.6,0,0,0,1,1
12710309.9078,2549460.5389,SWD4032494,38.0,31.34,6.66,0,0,0,1,1
12710629.7688,2549480.8841,SWD4062132,44.0,40.23,3.77,0,0,0,1,1
12709844.0277,2549642.1258,SWD4068021,8.0,3.321,4.679,0,0,0,1,1
12710055.7093,2549581.4679,SWD4086064,36.24,32.64,3.6,0,0,0,1,1
12710360.4706,2549578.8461,SWD4094826,31.24,27.64,3.6,0,0,0,1,1
12709935.5937,2549757.1799,SWD4096300,10.04,6.44,3.6,0,0,0,1,1
12709915.6985,2549728.7466,SWD4098660,11.0,5.65,5.35,0,0,0,1,1
12710889.0089,2549278.2671,SWD4099362,67.29,63.69,3.6,0,0,0,1,1
12710186.9541,2549858.7392,SWD4094803,29.34,25.74,3.6,0,0,0,1,1
12710612.2742,2550195.0585,SWD4098591,26.24,22.64,3.6,0,0,0,1,1
12710615.0547,2549815.526,SWD4069592,37.0,33.024,3.976,0,0,0,1,1
12710637.4766,2549444.3436,SWD4062146,46.0,40.89,5.11,0,0,0,1,1
12710026.4975,2549790.1691,SWD4032472,13.0,9.37,3.63,0,0,0,1,1
12710608.1312,2549526.6074,SWD4032086,40.63,37.03,3.6,0,0,0,1,1
12710490.514,2549494.8961,SWD4032092,41.0,37.07,3.93,0,0,0,1,1
12710114.6347,2550197.6098,SWD4103262,32.0,26.64,5.36,0,0,0,1,1
12710173.1795,2549849.0643,SWD4109723,29.34,25.74,3.6,0,0,0,1,1
12709877.3425,2549662.8644,SWD4115249,9.48,5.88,3.6,0,0,0,1,1
12710476.9187,2549089.5861,SWD4115243,54.96,51.36,3.6,0,0,0,1,1
12709895.8247,2549817.3797,SWD4095501,10.27,6.67,3.6,0,0,0,1,1
12710424.6473,2550126.4666,SWD4032468,19.33,15.73,3.6,0,0,0,1,1
12710128.6523,2549760.3745,SWD4031443,15.0,11.23,3.77,0,0,0,1,1
12709990.4698,2549842.0003,SWD4113765,11.0,6.92,4.08,0,0,0,1,1
12710394.2177,2549324.566,SWD4115532,47.0,40.8,6.2,0,0,0,1,1
12710439.2097,2549358.3746,SWD4115531,43.97,40.37,3.6,0,0,0,1,1
12710125.4902,2549536.1418,SWD4115535,41.23,37.63,3.6,0,0,0,1,1
12709904.4521,2549795.9135,SWD4135982,10.45,6.85,3.6,0,0,0,1,1
12710400.7129,2549211.8015,SWD4032464,50.0,44.29,5.71,0,0,0,1,1
12710664.3062,2549977.5972,SWD4031697,39.0,34.67,4.33,0,0,0,1,1
12710373.2238,2549818.4059,SWD4115250,22.84,19.24,3.6,0,0,0,1,1
12710580.449,2549878.4964,SWD4115251,35.0,30.9,4.1,0,0,0,1,1
12710694.7088,2550253.7285,SWD4115252,28.47,24.87,3.6,0,0,0,1,1
12710015.6271,2549534.7932,SWD4115601,30.0,26.13,3.87,0,0,0,1,1
12710010.3324,2549488.6721,SWD4115602,33.0,23.41,9.59,0,0,0,1,1
12710632.0103,2549941.0618,SWD4117242,37.6,34.0,3.6,0,0,0,1,1
12710576.3549,2549309.8223,SWD4032059,65.0,49.58,15.42,0,0,0,1,1
12710458.9363,2549716.3113,SWD4031592,34.0,24.24,9.76,0,0,0,1,1
12710116.3276,2549793.0436,SWD4072980,21.0,13.09,7.91,0,0,0,1,1
12710645.3118,2549607.7292,SWD4115140,44.01,40.41,3.6,0,0,0,1,1
12710450.8621,2549681.5268,SWD4136323,28.0,24.22,3.78,0,0,0,1,1
12710066.9606,2549824.2711,SWD4124341,19.0,14.558,4.442,0,0,0,1,1
12710473.6403,2549732.7501,SWD4136976,28.6,25.0,3.6,0,0,0,1,1
12710493.1202,2549766.839,SWD4136977,31.0,25.6,5.4,0,0,0,1,1
12710281.4591,2549904.0492,SWD4032489,36.0,31.22,4.78,0,0,0,1,1
12710276.8303,2550107.0309,SMD4001180,19.0,14.24,4.76,0,0,0,1,1
12710456.8817,2549675.9772,SWD4136319,27.65,23.26,4.39,0,0,0,1,1
12709791.9777,2549563.3747,SWD4082283,7.73,4.13,3.6,0,0,0,1,1
12709864.0527,2549671.603,SWD4032716,8.506,4.906,3.6,0,0,0,1,1
12709911.1281,2549751.4111,SWD40324952,9.91,5.89,4.02,0,0,0,1,1
12710082.9264,2549820.439,Absent,18.94,14.258,4.682,0,0,0,1,1
12710066.4161,2549737.6096,SBP40027631,13.0,9.362,3.638,0,0,0,1,1
12710262.4573,2550170.372,SBP40136821,28.0,11.791,16.209,0,0,0,1,1
12710261.9209,2550170.7459,SBP40136822,28.0,11.773,16.227,0,0,0,1,1
12710190.7328,2549716.9939,SBP40136841,19.0,12.702,6.298,0,0,0,1,1
12710264.2294,2549674.841,SBP40027651,20.0,14.388,5.612,0,0,0,1,1
12710261.1368,2549676.7406,SBP40027652,22.0,14.275,7.725,0,0,0,1,1
12710274.7417,2549591.0611,SBP40027661,20.84,17.24,3.6,0,0,0,1,1
12709928.0423,2549765.0029,SBP40091001,10.305,6.705,3.6,0,0,0,1,1
12709906.6897,2549734.2647,SBP40091002,9.178,5.578,3.6,0,0,0,1,1
12710281.0407,2549670.5648,SBP40167801,19.0,15.007,3.993,0,0,0,1,1
12710211.1392,2549705.8705,SBP40136221,20.0,13.148,6.852,0,0,0,1,1
12710071.7112,2549843.579,SBP40097061,20.0,15.51,4.49,0,0,0,1,1
12709835.9778,2549640.2694,SBP40129001,8.11,2.89,5.22,0,0,0,1,1
12709829.7351,2549630.2096,SBP40129002,8.093,4.493,3.6,0,0,0,1,1
12709899.8322,2549724.2063,SBP40136201,10.0,5.543,4.457,0,0,0,1,1
12709887.3446,2549705.8912,SBP40136202,9.081,5.481,3.6,0,0,0,1,1
12710019.9911,2549771.6911,SBP40136211,12.109,8.509,3.6,0,0,0,1,1
12709998.2404,2549783.6445,SBP40136212,11.739,8.139,3.6,0,0,0,1,1
12709792.4124,2549564.0239,SBP40130601,7.83,4.23,3.6,0,0,0,1,1
12709782.5752,2549551.2901,SBP40130602,7.63,4.03,3.6,0,0,0,1,1
12709863.8561,2549671.3137,SBP40097801,8.49,4.89,3.6,0,0,0,1,1
12710329.2761,2550070.668,SBP40098201,22.0,12.75,9.25,0,0,0,1,1
12710285.0465,2550135.5471,SBP40098202,20.0,12.906,7.094,0,0,0,1,1
12709813.797,2549596.5691,SBP40135571,16.0,4.273,11.727,0,0,0,1,1
12709798.4961,2549583.9079,SBP40135581,8.012,4.412,3.6,0,0,0,1,1
12709948.1396,2549794.6881,SBP40136831,10.839,7.239,3.6,0,0,0,1,1
12710086.5255,2549730.8091,SBP40027621,17.0,10.293,6.707,0,0,0,1,1
12710099.4898,2549731.5763,SBP40027681,18.0,10.855,7.145,0,0,0,1,1
12710048.6891,2549747.1669,SBP40027701,12.0,7.35,4.65,0,0,0,1,1
12710280.9421,2549585.6311,SBP40027601,20.94,16.26,4.68,0,0,0,1,1
12710288.512,2549668.7369,SBP40027641,20.0,14.71,5.29,0,0,0,1,1
12710046.0722,2549757.134,SBP40090831,12.22,5.16,7.06,0,0,0,1,1
12709841.2709,2549637.0483,SBP40128801,8.0,4.327,3.673,0,0,0,1,1
12709969.122,2549790.3285,SBP40090841,11.0,6.587,4.413,0,0,0,1,1
12709939.5695,2549782.1737,SBP40090821,10.613,7.013,3.6,0,0,0,1,1
12709945.4189,2549801.3973,SDP40001001,9.92,6.32,3.6,0,0,0,1,1
12709942.572,2549797.2048,SDP40001002,9.884,6.284,3.6,0,0,0,1,1
12709903.9371,2549740.9252,SDP40007901,9.81,6.21,3.6,0,0,0,1,1
12709839.0256,2549645.0266,SDP40007902,7.0,3.044,3.956,0,0,0,1,1
12709837.3164,2549642.3686,SDP40016201,7.0,2.958,4.042,0,0,0,1,1
12709949.3777,2549796.4073,SDP40017801,10.87,7.27,3.6,0,0,0,1,1
