STA01	2021	7	6	0	00	47.27
STA01	2021	7	6	0	05	47.96
STA01	2021	7	6	0	10	48.68
STA01	2021	7	6	0	15	49.46
STA01	2021	7	6	0	20	50.28
STA01	2021	7	6	0	25	51.16
STA01	2021	7	6	0	30	52.11
STA01	2021	7	6	0	35	53.13
STA01	2021	7	6	0	40	54.24
STA01	2021	7	6	0	45	55.44
STA01	2021	7	6	0	50	56.75
STA01	2021	7	6	0	55	58.2
STA01	2021	7	6	1	00	59.8
STA01	2021	7	6	1	05	61.6
STA01	2021	7	6	1	10	63.63
STA01	2021	7	6	1	15	65.96
STA01	2021	7	6	1	20	68.67
STA01	2021	7	6	1	25	71.87
STA01	2021	7	6	1	30	75.77
STA01	2021	7	6	1	35	80.65
STA01	2021	7	6	1	40	87.09
STA01	2021	7	6	1	45	96.18
STA01	2021	7	6	1	50	110.68
STA01	2021	7	6	1	55	140.71
STA01	2021	7	6	2	00	333.21
STA01	2021	7	6	2	05	140.71
STA01	2021	7	6	2	10	110.68
STA01	2021	7	6	2	15	96.18
STA01	2021	7	6	2	20	87.09
STA01	2021	7	6	2	25	80.65
STA01	2021	7	6	2	30	75.77
STA01	2021	7	6	2	35	71.87
STA01	2021	7	6	2	40	68.67
STA01	2021	7	6	2	45	65.96
STA01	2021	7	6	2	50	63.63
STA01	2021	7	6	2	55	61.6
STA01	2021	7	6	3	00	59.8
STA01	2021	7	6	3	05	58.2
STA01	2021	7	6	3	10	56.75
STA01	2021	7	6	3	15	55.44
STA01	2021	7	6	3	20	54.24
STA01	2021	7	6	3	25	53.13
STA01	2021	7	6	3	30	52.11
STA01	2021	7	6	3	35	51.16
STA01	2021	7	6	3	40	50.28
STA01	2021	7	6	3	45	49.46
STA01	2021	7	6	3	50	48.68
STA01	2021	7	6	3	55	47.96
STA01	2021	7	6	4	00	47.27
