STA01	2021	7	6	0	00	32.4
STA01	2021	7	6	0	05	32.96
STA01	2021	7	6	0	10	33.55
STA01	2021	7	6	0	15	34.18
STA01	2021	7	6	0	20	34.86
STA01	2021	7	6	0	25	35.58
STA01	2021	7	6	0	30	36.36
STA01	2021	7	6	0	35	37.21
STA01	2021	7	6	0	40	38.12
STA01	2021	7	6	0	45	39.12
STA01	2021	7	6	0	50	40.22
STA01	2021	7	6	0	55	41.44
STA01	2021	7	6	1	00	42.8
STA01	2021	7	6	1	05	44.32
STA01	2021	7	6	1	10	46.06
STA01	2021	7	6	1	15	48.06
STA01	2021	7	6	1	20	50.41
STA01	2021	7	6	1	25	53.22
STA01	2021	7	6	1	30	56.66
STA01	2021	7	6	1	35	61.03
STA01	2021	7	6	1	40	66.87
STA01	2021	7	6	1	45	75.27
STA01	2021	7	6	1	50	89.0
STA01	2021	7	6	1	55	118.41
STA01	2021	7	6	2	00	304.29
STA01	2021	7	6	2	05	118.41
STA01	2021	7	6	2	10	89.0
STA01	2021	7	6	2	15	75.27
STA01	2021	7	6	2	20	66.87
STA01	2021	7	6	2	25	61.03
STA01	2021	7	6	2	30	56.66
STA01	2021	7	6	2	35	53.22
STA01	2021	7	6	2	40	50.41
STA01	2021	7	6	2	45	48.06
STA01	2021	7	6	2	50	46.06
STA01	2021	7	6	2	55	44.32
STA01	2021	7	6	3	00	42.8
STA01	2021	7	6	3	05	41.44
STA01	2021	7	6	3	10	40.22
STA01	2021	7	6	3	15	39.12
STA01	2021	7	6	3	20	38.12
STA01	2021	7	6	3	25	37.21
STA01	2021	7	6	3	30	36.36
STA01	2021	7	6	3	35	35.58
STA01	2021	7	6	3	40	34.86
STA01	2021	7	6	3	45	34.18
STA01	2021	7	6	3	50	33.55
STA01	2021	7	6	3	55	32.96
STA01	2021	7	6	4	00	32.4
