o296	97.17	1	out2
o297	96.78	1	out2
o298	97.17	1	out2
o299	96.23	1	out2
o300	96.04	1	out2
o301	92.36	1	out2
o302	93.56	1	out2
o303	93.79	1	out2
o304	97.83	1	out2
o305	94.39	1	out2
o306	93.63	1	out2
o307	90.53	1	out2
o308	91.45	1	out2
o309	89.81	1	out2
o310	93.25	1	out2
o311	92.87	1	out2
o312	97.21	1	out2
o313	91.3	1	out2
o314	94.01	1	out2
o315	97.03	1	out2
o316	95.33	1	out2
o317	96.27	1	out2
o318	96.83	1	out2
o319	102.03	1	out2
o320	101.68	1	out2
o321	102.42	1	out2
o322	99.72	1	out2
o323	100.5	1	out2
o324	126.73	1	out2
o325	194.53	1	out2
o326	469.75	1	out2
o327	929.24	1	out2
o328	1545.06	1	out2
o329	1639.64	1	out2
o330	1401.71	1	out2
o331	1146.85	1	out2
o332	1381.46	1	out2
o333	1971.92	1	out2
o334	3173.3	1	out2
o335	3727.83	1	out2
o336	3680.67	1	out2
o337	2733.71	1	out2
o338	2348.78	1	out2
o339	1986.16	1	out2
o340	1665.18	1	out2
o341	1416.01	1	out2
o342	1308.19	1	out2
o343	1128.31	1	out2
o344	965.1	1	out2
o345	786.9	1	out2
o346	508.54	1	out2
o347	474.25	1	out2
o348	369.05	1	out2
o349	339.78	1	out2
o350	268.14	1	out2
o351	350.16	1	out2
o352	347.74	1	out2
o353	360.31	1	out2
o354	329.9	1	out2
o355	306.53	1	out2
o356	301.58	1	out2
o357	287.12	1	out2
o358	262.68	1	out2
o359	248.99	1	out2
o360	239.57	1	out2
