o1	0.0	1	out1
o2	0.0	1	out1
o3	0.0	1	out1
o4	0.0	1	out1
o5	0.0	1	out1
o6	0.0	1	out1
o7	0.0	1	out1
o8	0.0	1	out1
o9	0.0	1	out1
o10	0.0	1	out1
o11	69.9	1	out1
o12	69.95	1	out1
o13	235.16	1	out1
o14	442.83	1	out1
o15	2346.99	1	out1
o16	5065.69	1	out1
o17	5276.87	1	out1
o18	6731.35	1	out1
o19	7089.71	1	out1
o20	6630.14	1	out1
o21	5033.32	1	out1
o22	3199.59	1	out1
o23	2258.85	1	out1
o24	1548.98	1	out1
o25	1056.0	1	out1
o26	825.14	1	out1
o27	598.26	1	out1
o28	535.58	1	out1
o29	413.78	1	out1
o30	395.61	1	out1
o31	383.98	1	out1
o32	351.21	1	out1
o33	306.56	1	out1
o34	293.08	1	out1
o35	249.49	1	out1
o36	210.19	1	out1
o37	219.34	1	out1
o38	188.6	1	out1
o39	205.49	1	out1
o40	222.5	1	out1
o41	238.22	1	out1
o42	259.81	1	out1
o43	282.63	1	out1
o44	295.57	1	out1
o45	291.75	1	out1
o46	249.97	1	out1
o47	265.02	1	out1
o48	237.73	1	out1
o49	219.69	1	out1
o50	214.27	1	out1
o51	185.33	1	out1
o52	179.98	1	out1
o53	173.88	1	out1
o54	160.29	1	out1
o55	151.18	1	out1
o56	140.48	1	out1
o57	128.35	1	out1
o58	112.48	1	out1
o59	98.8	1	out1
o60	95.72	1	out1
o61	85.88	1	out1
o62	83.34	1	out1
o63	77.93	1	out1
o64	76.65	1	out1
o65	0.0	1	out1
o66	0.0	1	out1
o67	0.0	1	out1
o68	0.0	1	out1
o69	0.0	1	out1
o70	0.0	1	out1
o71	0.0	1	out1
o72	0.0	1	out1
o73	0.0	1	out1
o74	0.0	1	out1
o75	0.0	1	out1
o76	0.0	1	out1
o77	0.0	1	out1
o78	0.0	1	out1
o79	0.0	1	out1
o80	0.0	1	out1
o81	0.0	1	out1
o82	0.0	1	out1
o83	0.0	1	out1
o84	0.0	1	out1
o85	110.48	1	out1
o86	116.13	1	out1
o87	72.53	1	out1
o88	78.59	1	out1
o89	74.28	1	out1
o90	88.34	1	out1
o91	63.26	1	out1
o92	63.26	1	out1
o93	62.85	1	out1
o94	63.95	1	out1
o95	62.85	1	out1
o96	63.26	1	out1
o97	66.72	1	out1
o98	63.26	1	out1
o99	0.0	1	out1
o100	63.26	1	out1
o101	63.26	1	out1
o102	64.08	1	out1
o103	99.94	1	out1
o104	211.5	1	out1
o105	1824.71	1	out1
o106	2701.0	1	out1
o107	4242.71	1	out1
o108	5404.64	1	out1
o109	5196.19	1	out1
o110	6687.41	1	out1
o111	5400.11	1	out1
o112	4814.61	1	out1
o113	3907.49	1	out1
o114	3716.54	1	out1
o115	3361.35	1	out1
o116	2668.53	1	out1
o117	2003.04	1	out1
o118	1620.05	1	out1
o119	1189.54	1	out1
o120	891.23	1	out1
o121	676.15	1	out1
o122	556.98	1	out1
o123	389.23	1	out1
o124	371.5	1	out1
o125	247.77	1	out1
o126	280.76	1	out1
o127	268.75	1	out1
o128	385.79	1	out1
o129	321.98	1	out1
o130	557.29	1	out1
o131	730.44	1	out1
o132	818.43	1	out1
o133	703.72	1	out1
o134	561.98	1	out1
o135	491.36	1	out1
o136	369.29	1	out1
o137	407.28	1	out1
o138	467.76	1	out1
o139	362.29	1	out1
o140	241.39	1	out1
o141	329.12	1	out1
o142	198.45	1	out1
o143	345.44	1	out1
o144	358.86	1	out1
o145	322.98	1	out1
o146	300.62	1	out1
o147	285.47	1	out1
o148	294.87	1	out1
o149	264.84	1	out1
o150	243.1	1	out1
o151	230.11	1	out1
o152	219.55	1	out1
o153	203.25	1	out1
o154	198.99	1	out1
o155	188.99	1	out1
o156	180.95	1	out1
o157	169.01	1	out1
o158	158.86	1	out1
o159	161.46	1	out1
o160	152.48	1	out1
o161	148.31	1	out1
o162	133.52	1	out1
o163	139.5	1	out1
o164	133.27	1	out1
o165	129.12	1	out1
o166	126.08	1	out1
o167	120.53	1	out1
o168	123.7	1	out1
o169	121.76	1	out1
o170	117.13	1	out1
o171	113.61	1	out1
o172	112.8	1	out1
o173	110.6	1	out1
o174	106.13	1	out1
o175	106.54	1	out1
o176	98.53	1	out1
o177	101.82	1	out1
o178	105.76	1	out1
o179	89.63	1	out1
o180	94.88	1	out1
o181	0.0	1	out2
o182	0.0	1	out2
o183	0.0	1	out2
o184	0.0	1	out2
o185	0.0	1	out2
o186	0.0	1	out2
o187	0.0	1	out2
o188	0.0	1	out2
o189	0.0	1	out2
o190	0.0	1	out2
o191	0.0	1	out2
o192	0.0	1	out2
o193	0.0	1	out2
o194	0.0	1	out2
o195	0.0	1	out2
o196	0.0	1	out2
o197	0.0	1	out2
o198	0.0	1	out2
o199	0.0	1	out2
o200	0.0	1	out2
o201	0.0	1	out2
o202	0.0	1	out2
o203	0.0	1	out2
o204	0.0	1	out2
o205	0.0	1	out2
o206	0.0	1	out2
o207	0.0	1	out2
o208	0.0	1	out2
o209	0.0	1	out2
o210	0.0	1	out2
o211	0.0	1	out2
o212	0.0	1	out2
o213	0.0	1	out2
o214	0.0	1	out2
o215	0.0	1	out2
o216	0.0	1	out2
o217	0.0	1	out2
o218	0.0	1	out2
o219	0.0	1	out2
o220	0.0	1	out2
o221	0.0	1	out2
o222	0.0	1	out2
o223	0.0	1	out2
o224	0.0	1	out2
o225	0.0	1	out2
o226	0.0	1	out2
o227	0.0	1	out2
o228	0.0	1	out2
o229	0.0	1	out2
o230	0.0	1	out2
o231	0.0	1	out2
o232	0.0	1	out2
o233	0.0	1	out2
o234	106.16	1	out2
o235	167.01	1	out2
o236	223.85	1	out2
o237	193.97	1	out2
o238	277.39	1	out2
o239	298.43	1	out2
o240	325.74	1	out2
o241	372.7	1	out2
o242	467.26	1	out2
o243	481.81	1	out2
o244	705.52	1	out2
o245	780.19	1	out2
o246	840.98	1	out2
o247	628.49	1	out2
o248	692.72	1	out2
o249	655.68	1	out2
o250	474.07	1	out2
o251	385.62	1	out2
o252	442.24	1	out2
o253	389.79	1	out2
o254	374.23	1	out2
o255	351.21	1	out2
o256	319.57	1	out2
o257	297.6	1	out2
o258	244.91	1	out2
o259	222.22	1	out2
o260	209.91	1	out2
o261	182.98	1	out2
o262	150.31	1	out2
o263	131.89	1	out2
o264	125.95	1	out2
o265	119.67	1	out2
o266	121.01	1	out2
o267	100.42	1	out2
o268	102.3	1	out2
o269	96.89	1	out2
o270	75.86	1	out2
o271	102.42	1	out2
o272	101.1	1	out2
o273	97.56	1	out2
o274	99.54	1	out2
o275	99.15	1	out2
o276	98.73	1	out2
o277	99.93	1	out2
o278	101.86	1	out2
o279	102.25	1	out2
o280	98.12	1	out2
o281	94.88	1	out2
o282	103.82	1	out2
o283	101.1	1	out2
o284	99.15	1	out2
o285	94.88	1	out2
o286	94.88	1	out2
o287	92.48	1	out2
o288	91.06	1	out2
o289	94.94	1	out2
o290	93.41	1	out2
o291	96.83	1	out2
o292	95.67	1	out2
o293	94.18	1	out2
o294	95.67	1	out2
o295	93.41	1	out2
